transaction_id,customer_id,transaction_date,amount,payment_method
10343,806,2021-08-06,4333.13,Wallet
10344,599,2022-10-11,3290.87,UPI
10345,149,2021-04-16,4295.8,Card
10346,761,2022-11-22,650.68,UPI
10347,833,2022-06-12,1803.92,Card
10348,405,2022-04-17,4394.46,UPI
10349,283,2023-01-24,1088.11,UPI
10350,362,2023-04-26,483.39,Wallet
10351,379,2023-06-12,3961.78,Card
10352,198,2022-01-22,4193.88,UPI
10353,556,2021-08-14,897.0,UPI
10354,356,2022-04-26,4286.3,Card
10355,540,2023-01-24,3465.16,UPI
10356,429,2022-02-12,2648.41,Wallet
10357,17,2022-04-02,4168.23,Card
10358,639,2022-10-15,2154.32,Wallet
10359,379,2023-06-17,1050.57,Card
10360,680,2022-12-12,1495.78,Card
10361,506,2022-09-16,2575.3,Card
10362,756,2022-10-01,2703.52,UPI
10363,899,2021-01-21,4047.35,Card
10364,76,2022-10-21,3977.63,Card
10365,231,2022-08-24,2948.7,Card
10366,716,2023-03-26,3925.85,Wallet
10367,962,2021-07-22,1039.69,Card
10368,248,2022-02-21,345.32,UPI
10369,302,2022-02-20,4380.81,Card
10370,726,2022-03-24,470.22,Card
10371,215,2022-05-27,1308.77,Wallet
10372,158,2021-03-26,3507.06,UPI
10373,69,2021-06-16,2106.29,UPI
10374,393,2022-01-19,4393.94,UPI
10375,85,2022-04-13,1560.1,Card
10376,267,2021-03-13,158.17,Card
10377,69,2023-03-21,1573.21,UPI
10378,611,2022-06-05,2932.57,UPI
10379,347,2023-03-04,1942.1,Wallet
10380,962,2022-04-18,2720.88,UPI
10381,728,2021-09-15,4395.33,Card
10382,927,2021-10-02,4571.18,Card
10383,673,2023-01-20,1403.27,Card
10384,423,2021-01-20,2364.49,Wallet
10385,606,2022-05-05,2790.81,UPI
10386,174,2023-01-15,4750.65,Card
10387,677,2022-05-05,4993.22,Wallet
10388,115,2023-01-03,1253.5,Wallet
10389,220,2021-11-22,3662.2,Card
10390,956,2022-06-13,1952.35,Wallet
10391,31,2023-06-11,139.73,Wallet
10392,523,2021-03-30,145.34,Card
10393,343,2022-05-01,2356.77,Wallet
10394,377,2022-12-09,2492.84,Card
10395,130,2021-12-16,210.59,Card
10396,1000,2021-03-25,3465.94,Wallet
10397,617,2022-01-22,1540.62,Card
10398,539,2021-03-28,2843.48,Card
10399,739,2021-11-03,1574.5,UPI
10400,2,2023-04-30,918.96,Card
10401,871,2021-06-03,2095.15,UPI
10402,101,2022-03-16,1238.14,UPI
10403,533,2023-01-10,2720.52,UPI
10404,58,2021-09-21,1074.26,UPI
10405,389,2023-01-05,2591.19,Wallet
10406,692,2022-02-25,871.15,Wallet
10407,941,2022-05-08,3387.78,Card
10408,341,2022-09-25,3794.29,Card
10409,861,2022-02-15,640.93,Card
10410,20,2021-06-22,2392.23,Wallet
10411,255,2021-01-04,447.27,UPI
10412,317,2023-05-04,3031.09,Wallet
10413,38,2022-10-02,1395.58,Wallet
10414,660,2022-04-17,2685.36,Card
10415,537,2021-04-20,2635.56,Card
10416,386,2023-05-17,4629.34,Card
10417,633,2021-02-06,2790.51,UPI
10418,928,2022-08-06,2956.69,UPI
10419,26,2023-03-12,2068.1,Wallet
10420,454,2021-01-31,4750.49,UPI
10421,681,2022-01-16,3908.21,Card
10422,323,2021-09-25,1498.49,UPI
10423,737,2021-01-11,4236.63,UPI
10424,513,2021-12-10,2218.74,UPI
10425,819,2023-04-20,4160.47,UPI
10426,773,2022-06-28,4132.15,Card
10427,13,2022-07-23,1025.46,Card
10428,915,2021-06-15,3535.59,Wallet
10429,908,2022-12-01,1524.15,Wallet
10430,560,2021-12-08,1557.71,Wallet
10431,921,2022-04-27,1552.11,UPI
10432,825,2021-01-19,3655.28,UPI
10433,371,2022-09-20,1226.15,Card
10434,291,2021-07-03,104.44,Wallet
10435,332,2023-02-21,3604.66,Card
10436,606,2022-06-29,938.81,Wallet
10437,261,2021-01-10,611.96,Wallet
10438,994,2022-08-15,1263.83,Wallet
10439,790,2021-07-11,1961.51,UPI
10440,871,2021-11-16,2431.94,Wallet
10441,205,2022-12-03,318.39,Wallet
10442,697,2022-08-03,4855.81,UPI
10443,687,2022-04-20,3608.71,Wallet
10444,950,2023-05-10,1683.65,UPI
10445,387,2022-09-29,1661.62,UPI
10446,892,2022-03-03,2297.86,Card
10447,821,2023-04-28,3168.6,UPI
10448,468,2021-02-28,817.23,UPI
10449,415,2022-03-12,1025.76,UPI
10450,69,2021-04-07,4311.23,Wallet
10451,472,2022-05-11,1355.65,Card
10452,104,2023-02-26,1962.96,Wallet
10453,758,2022-10-23,4369.23,UPI
10454,161,2021-10-05,3349.42,UPI
10455,200,2021-09-22,1774.39,Card
10456,216,2021-01-09,3450.13,Card
10457,946,2022-04-02,196.45,UPI
10458,212,2023-03-06,3704.65,UPI
10459,508,2021-09-30,2486.38,Wallet
10460,16,2023-03-24,4084.59,UPI
10461,498,2021-01-08,4777.72,Wallet
10462,884,2021-07-27,4636.36,Card
10463,332,2022-09-29,4555.4,Wallet
10464,717,2021-05-03,2609.63,UPI
10465,877,2021-02-02,1864.7,Wallet
10466,551,2022-05-28,2378.67,Wallet
10467,601,2021-07-23,3480.49,Card
10468,942,2022-06-02,4431.59,Wallet
10469,256,2023-03-20,1114.23,UPI
10470,992,2022-06-01,4599.15,Wallet
10471,766,2022-03-19,4094.38,Wallet
10472,728,2022-08-15,4896.39,Wallet
10473,880,2023-02-25,4413.23,UPI
10474,815,2022-11-20,1471.69,Wallet
10475,172,2023-04-30,619.18,UPI
10476,649,2023-04-13,649.98,Wallet
10477,1000,2021-12-05,1526.99,Card
10478,498,2022-03-14,3109.5,Card
10479,471,2022-03-21,4041.17,Card
10480,384,2021-05-16,4506.33,UPI
10481,690,2022-01-22,3156.39,UPI
10482,589,2021-01-25,127.59,UPI
10483,700,2022-05-21,1012.95,Wallet
10484,507,2021-11-21,588.66,UPI
10485,992,2022-11-26,1880.29,UPI
10486,527,2022-11-11,2556.62,UPI
10487,804,2021-12-04,312.65,UPI
10488,831,2022-11-21,1807.54,Card
10489,325,2023-06-04,977.98,Wallet
10490,214,2021-04-05,3270.64,Card
10491,208,2022-06-29,2374.93,Wallet
10492,169,2022-09-15,2527.06,Wallet
10493,330,2021-05-26,2195.69,Card
10494,280,2023-06-12,4784.5,UPI
10495,978,2021-08-19,1152.2,Card
10496,305,2023-02-23,2631.65,Wallet
10497,146,2023-04-28,3706.49,Wallet
10498,775,2022-05-10,2828.54,UPI
10499,516,2021-02-07,4652.2,Card
10500,90,2022-03-01,1952.04,Wallet
10501,453,2022-10-09,2372.01,Card
10502,60,2023-04-26,533.76,UPI
10503,311,2023-01-17,3084.1,UPI
10504,528,2022-03-13,1512.24,Wallet
10505,227,2023-04-11,885.51,UPI
10506,474,2022-01-03,2768.2,Wallet
10507,978,2021-12-11,2708.32,Wallet
10508,541,2021-06-09,471.77,UPI
10509,663,2022-07-04,3521.26,UPI
10510,757,2022-10-24,3156.48,Card
10511,782,2023-03-31,1026.18,Card
10512,79,2022-06-25,2400.23,Wallet
10513,433,2021-05-24,3629.58,Card
10514,801,2022-08-11,2694.24,Wallet
10515,153,2022-10-19,2037.9,UPI
10516,789,2023-01-11,1679.46,UPI
10517,401,2022-07-30,3090.93,Card
10518,279,2023-05-09,4701.63,Wallet
10519,57,2021-12-11,3391.55,Wallet
10520,977,2021-09-26,466.25,Card
10521,186,2023-04-20,2357.36,Wallet
10522,398,2022-11-27,4465.04,Wallet
10523,605,2023-02-12,562.87,UPI
10524,788,2021-09-25,4945.49,Wallet
10525,158,2021-06-18,4750.44,Wallet
10526,787,2023-02-10,483.54,Wallet
10527,693,2023-01-09,4673.73,Card
10528,359,2021-02-02,1879.35,Card
10529,440,2022-01-12,4239.07,Card
10530,589,2021-08-02,2150.08,Wallet
10531,466,2022-07-16,2260.19,Wallet
10532,663,2022-03-16,3207.79,Card
10533,446,2022-05-07,3894.94,Card
10534,750,2022-01-28,265.57,Wallet
10535,801,2022-05-04,3006.46,Wallet
10536,743,2022-12-23,1014.99,UPI
10537,488,2021-01-29,1795.15,Card
10538,530,2021-02-08,1805.05,Wallet
10539,73,2023-05-09,2398.4,Card
10540,929,2022-09-04,1737.27,Card
10541,928,2021-06-22,626.07,Card
10542,701,2021-01-17,813.58,UPI
10543,950,2021-02-25,263.85,Wallet
10544,17,2021-08-14,2404.22,Wallet
10545,531,2022-07-12,4776.79,Card
10546,731,2021-03-08,666.81,Wallet
10547,326,2021-07-16,4736.7,UPI
10548,995,2022-10-16,3693.47,Card
10549,632,2023-04-15,3223.74,UPI
10550,613,2021-01-23,3261.86,UPI
10551,546,2022-08-29,4150.97,Wallet
10552,596,2023-01-24,623.91,Wallet
10553,921,2021-08-25,2573.3,UPI
10554,708,2022-07-20,3515.75,Wallet
10555,842,2021-05-18,2975.42,UPI
10556,202,2022-04-18,4180.62,UPI
10557,344,2023-04-25,454.13,Card
10558,853,2023-02-23,3484.44,UPI
10559,523,2022-07-07,2716.74,UPI
10560,859,2022-09-02,1957.89,Wallet
10561,400,2022-11-26,1767.35,Card
10562,218,2022-10-02,3142.08,Wallet
10563,445,2021-08-17,4465.88,Card
10564,765,2021-11-13,2531.26,Wallet
10565,222,2022-08-21,4141.14,UPI
10566,383,2023-02-07,2070.57,Card
10567,881,2022-12-22,601.73,Card
10568,592,2022-12-28,401.38,Card
10569,7,2023-06-05,351.54,Card
10570,272,2022-09-04,1962.74,Wallet
10571,739,2022-07-15,1752.46,Wallet
10572,16,2021-07-20,3617.89,Card
10573,424,2021-09-15,3739.83,Card
10574,524,2022-04-25,349.18,Card
10575,803,2023-06-07,1183.5,Wallet
10576,753,2021-06-27,1443.88,Card
10577,21,2023-01-27,2783.3,Card
10578,690,2021-05-03,808.12,Card
10579,939,2021-12-08,756.31,Wallet
10580,228,2021-06-20,4724.57,UPI
10581,785,2023-04-25,4040.59,UPI
10582,288,2022-10-10,985.21,Wallet
10583,809,2021-02-28,2092.18,UPI
10584,134,2022-12-06,1842.55,Card
10585,984,2022-04-10,3975.92,Card
10586,283,2023-02-19,2600.04,Wallet
10587,404,2021-09-17,726.46,Wallet
10588,665,2022-01-08,3721.06,UPI
10589,66,2021-04-05,2044.75,UPI
10590,649,2021-05-05,1388.33,Card
10591,604,2021-02-10,1939.94,Wallet
10592,437,2023-06-10,2539.01,UPI
10593,829,2021-09-11,1781.27,UPI
10594,934,2021-01-07,1285.34,Card
10595,259,2022-04-16,2052.66,Card
10596,980,2022-12-29,193.95,Card
10597,966,2022-05-26,3885.24,Card
10598,103,2022-08-04,937.63,UPI
10599,993,2021-03-10,315.13,Wallet
10600,567,2021-03-22,3303.12,Wallet
10601,769,2022-06-26,3892.29,Card
10602,101,2022-08-08,4087.76,Card
10603,198,2021-09-19,2518.19,UPI
10604,813,2021-03-30,1106.3,Card
10605,226,2021-07-27,3712.42,Wallet
10606,943,2021-08-01,3528.59,Card
10607,463,2023-04-14,1306.73,Wallet
10608,237,2021-09-23,4526.7,Card
10609,26,2021-10-20,611.42,Card
10610,121,2021-07-26,4915.17,Wallet
10611,910,2021-11-29,4315.21,UPI
10612,506,2021-03-18,3470.7,UPI
10613,182,2021-10-15,4699.87,Card
10614,711,2021-02-16,3639.32,Card
10615,814,2022-09-14,1033.24,Wallet
10616,767,2021-07-19,2266.57,Wallet
10617,634,2022-03-03,450.36,Card
10618,543,2021-07-29,2009.32,Wallet
10619,984,2023-06-07,3733.85,UPI
10620,315,2022-02-24,1993.57,UPI
10621,991,2021-06-03,1718.44,Wallet
10622,797,2022-06-06,3017.24,Wallet
10623,618,2022-02-19,4373.8,Wallet
10624,736,2021-12-19,333.16,UPI
10625,273,2021-06-06,1988.81,Card
10626,910,2021-09-18,875.38,Wallet
10627,232,2021-03-18,3507.24,Wallet
10628,420,2023-02-08,618.05,Wallet
10629,768,2022-05-03,3357.56,Card
10630,442,2021-05-11,1502.29,Wallet
10631,496,2022-08-02,1074.69,Wallet
10632,24,2022-03-31,4688.13,UPI
10633,109,2023-01-10,190.77,Wallet
10634,703,2021-06-12,2245.11,UPI
10635,502,2021-01-15,205.97,Card
10636,859,2021-08-20,2469.61,Wallet
10637,25,2021-07-14,2555.13,Wallet
10638,187,2023-05-11,1676.15,UPI
10639,288,2022-06-26,747.59,Card
10640,628,2021-12-25,1944.3,Card
10641,338,2023-04-30,3394.09,UPI
10642,878,2021-11-27,3933.74,Card
10643,914,2022-03-03,2700.68,Card
10644,37,2022-05-12,2990.19,Card
10645,794,2023-04-08,1083.02,Card
10646,137,2022-05-01,1507.92,Card
10647,508,2023-03-19,893.29,Card
10648,227,2022-03-25,1321.55,Card
10649,320,2022-02-17,1201.95,Card
10650,840,2021-11-26,2645.3,Wallet
10651,916,2023-01-02,2857.17,UPI
10652,182,2023-06-08,4730.24,Card
10653,874,2021-05-27,1058.3,UPI
10654,86,2021-09-16,3244.21,Card
10655,467,2021-10-19,4104.57,Card
10656,926,2023-03-22,2845.18,Wallet
10657,53,2021-05-23,1349.52,UPI
10658,860,2023-01-17,1386.5,UPI
10659,867,2022-09-19,292.34,Wallet
10660,235,2021-12-31,1596.68,Wallet
10661,959,2021-03-31,3748.56,UPI
10662,779,2022-12-21,332.84,Card
10663,799,2021-06-13,1174.55,Card
10664,433,2022-04-26,3560.54,UPI
10665,496,2021-03-25,3934.99,Card
10666,999,2021-03-18,2331.06,Wallet
10667,100,2022-11-04,3520.56,Wallet
10668,990,2022-06-01,2000.97,Wallet
10669,599,2022-04-30,883.57,UPI
